"ID","Description","AltNum","Remarks","ObjRef","ANrefID","ReferenceID","RefXRefID","PageNumber","CatalogueNumber","FigureNumber","lidosource","lidotype","sourcenum","lidoappellation"
"5452","LC Call Number","NJ18 T85 T86 + (YCBA)","","6745","1293","1293","2226","p","","","AAT","local","300111999","Yale Center for British Art"
"4035","LC Call Number","NJ18 H918 H65 2008 + (YCBA)","","5329","1294","1294","2227","p","","f","AAT","local","300111999","Yale Center for British Art"
"5037","LC Call Number","AM235 .W46 2008 + (YCBA)","","6332","1295","1295","2228","p","","f","AAT","local","300111999","Yale Center for British Art"
"643","LC Call Number","NJ18 C74 G38 2009 (YCBA)","","1939","1296","1296","2229","p","c","","AAT","local","300111999","Yale Center for British Art"
"14733","LC Call Number","NJ18 H9284 S52 1999 (YCBA)","","16030","1297","1297","2230","p","","","AAT","local","300111999","Yale Center for British Art"
"14584","LC Call Number","NJ18 H9284 S52 1999 (YCBA)","","15881","1297","1297","2231","p","","","AAT","local","300111999","Yale Center for British Art"
"","LC Call Number","SB470.7 .G37 2007 (YCBA)","","","1298","","","","","","AAT","local","300111999","Yale Center for British Art"
"5004","LC Call Number","ND1304  S43 2009 (YCBA)","","6303","1299","1299","2233","p","","f","AAT","local","300111999","Yale Center for British Art"
"165","LC Call Number","PN56.N5 N855 2008 (YCBA)","","1465","1300","1300","2234","p","","f","AAT","local","300111999","Yale Center for British Art"
"3454","LC Call Number","PN56.N5 N855 2008 (YCBA)","","4754","1300","1300","2235","p","","f","AAT","local","300111999","Yale Center for British Art"
"3455","LC Call Number","PN56.N5 N855 2008 (YCBA)","","4755","1300","1300","2236","p","","f","AAT","local","300111999","Yale Center for British Art"
"29806","LC Call Number","NJ18 B2425 C85 2008 + (YCBA)","","31107","1301","1301","2237","p","","f","AAT","local","300111999","Yale Center for British Art"
"471","LC Call Number","NJ18 B2425 C85 2008 + (YCBA)","","1772","1301","1301","2238","p","","f","AAT","local","300111999","Yale Center for British Art"
"407","LC Call Number","N1 A54 105:2 + (YCBA)","Another copy of this article may be found in a separately bound and catalogued copy of this issue located on the Mellon Shelf  [call number : N5220 M552 A7 1977 + (YCBA)]","1709","1302","1302","2239","p","","f","AAT","local","300111999","Yale Center for British Art"
"276","LC Call Number","N1 A54 105:2 + (YCBA)","Another copy of this article may be found in a separately bound and catalogued copy of this issue located on the Mellon Shelf  [call number : N5220 M552 A7 1977 + (YCBA)]","1578","1302","1302","2241","p","","f","AAT","local","300111999","Yale Center for British Art"
"973","LC Call Number","N1 A54 105:2 + (YCBA)","Another copy of this article may be found in a separately bound and catalogued copy of this issue located on the Mellon Shelf  [call number : N5220 M552 A7 1977 + (YCBA)]","2275","1302","1302","2242","p","","f","AAT","local","300111999","Yale Center for British Art"
"987","LC Call Number","N1 A54 105:2 + (YCBA)","Another copy of this article may be found in a separately bound and catalogued copy of this issue located on the Mellon Shelf  [call number : N5220 M552 A7 1977 + (YCBA)]","2289","1302","1302","2243","p","","f","AAT","local","300111999","Yale Center for British Art"
"5031","LC Call Number","N1 A54 105:2 + (YCBA)","Another copy of this article may be found in a separately bound and catalogued copy of this issue located on the Mellon Shelf  [call number : N5220 M552 A7 1977 + (YCBA)]","6333","1302","1302","2244","p","","f","AAT","local","300111999","Yale Center for British Art"
"271","LC Call Number","N1 A54 105:2 + (YCBA)","Another copy of this article may be found in a separately bound and catalogued copy of this issue located on the Mellon Shelf  [call number : N5220 M552 A7 1977 + (YCBA)]","1573","1302","1302","2245","p","","p","AAT","local","300111999","Yale Center for British Art"
"260","LC Call Number","N1 A54 105:2 + (YCBA)","Another copy of this article may be found in a separately bound and catalogued copy of this issue located on the Mellon Shelf  [call number : N5220 M552 A7 1977 + (YCBA)]","1562","1302","1302","2246","p","","p","AAT","local","300111999","Yale Center for British Art"
"820","LC Call Number","N1 A54 105:2 + (YCBA)","Another copy of this article may be found in a separately bound and catalogued copy of this issue located on the Mellon Shelf  [call number : N5220 M552 A7 1977 + (YCBA)]","2122","1302","1302","2247","p","","p","AAT","local","300111999","Yale Center for British Art"
"101","LC Call Number","N1 A54 105:2 + (YCBA)","Another copy of this article may be found in a separately bound and catalogued copy of this issue located on the Mellon Shelf  [call number : N5220 M552 A7 1977 + (YCBA)]","1403","1302","1302","2248","p","","p","AAT","local","300111999","Yale Center for British Art"
"38666","LC Call Number","N1 A54 105:2 + (YCBA)","Another copy of this article may be found in a separately bound and catalogued copy of this issue located on the Mellon Shelf  [call number : N5220 M552 A7 1977 + (YCBA)]","39968","1302","1302","2249","p","","f","AAT","local","300111999","Yale Center for British Art"
"736","LC Call Number","N1 A54 105:2 + (YCBA)","Another copy of this article may be found in a separately bound and catalogued copy of this issue located on the Mellon Shelf  [call number : N5220 M552 A7 1977 + (YCBA)]","2038","1302","1302","2250","p","","f","AAT","local","300111999","Yale Center for British Art"
"788","LC Call Number","N1 A54 105:2 + (YCBA)","Another copy of this article may be found in a separately bound and catalogued copy of this issue located on the Mellon Shelf  [call number : N5220 M552 A7 1977 + (YCBA)]","2090","1302","1302","2251","p","","f","AAT","local","300111999","Yale Center for British Art"
"428","LC Call Number","N1 A54 105:2 + (YCBA)","Another copy of this article may be found in a separately bound and catalogued copy of this issue located on the Mellon Shelf  [call number : N5220 M552 A7 1977 + (YCBA)]","1730","1302","1302","2252","p","","f","AAT","local","300111999","Yale Center for British Art"
"811","LC Call Number","N1 A54 105:2 + (YCBA)","Another copy of this article may be found in a separately bound and catalogued copy of this issue located on the Mellon Shelf  [call number : N5220 M552 A7 1977 + (YCBA)]","2113","1302","1302","2520","p","","","AAT","local","300111999","Yale Center for British Art"
"844","LC Call Number","N1 A54 105:2 + (YCBA)","Another copy of this article may be found in a separately bound and catalogued copy of this issue located on the Mellon Shelf  [call number : N5220 M552 A7 1977 + (YCBA)]","2146","1302","1302","2521","p","","","AAT","local","300111999","Yale Center for British Art"
"134","LC Call Number","N1 A54 105:2 + (YCBA)","Another copy of this article may be found in a separately bound and catalogued copy of this issue located on the Mellon Shelf  [call number : N5220 M552 A7 1977 + (YCBA)]","1436","1302","1302","4488","p","","","AAT","local","300111999","Yale Center for British Art"
"10443","LC Call Number","N1 B87 + (YCBA)","","11746","1303","1303","2253","p","","f","AAT","local","300111999","Yale Center for British Art"
"2950","LC Call Number","Hf3 Et814 (SML)","","4254","1304","1304","2254","p","","f","AAT","local","300111999","Yale Center for British Art"
"2950","LC Call Number","NJ18 Or35 L57 1897 + (YCBA)","","4254","1304","1304","2254","p","","f","AAT","local","300111999","Yale Center for British Art"
"58704","LC Call Number","N7862  I36 2009 (YCBA)","","60009","1305","1305","5062","p","","f","AAT","local","300111999","Yale Center for British Art"
"5050","LC Call Number","ND468.5.B55 R66 2008 (YCBA)","","6356","1306","1306","2255","p","","f","AAT","local","300111999","Yale Center for British Art"
"1271","LC Call Number","ND468.5.B55 R66 2008 (YCBA)","","2577","1306","1306","2256","p","","f","AAT","local","300111999","Yale Center for British Art"
"5725","LC Call Number","ND468.5.B55 R66 2008 (YCBA)","","7031","1306","1306","2257","p","","f","AAT","local","300111999","Yale Center for British Art"
"5071","LC Call Number","ND468.5.B55 R66 2008 (YCBA)","","6377","1306","1306","2258","p","","f","AAT","local","300111999","Yale Center for British Art"
"3354","LC Call Number","ND468.5.B55 R66 2008 (YCBA)","","4660","1306","1306","2259","p","","f","AAT","local","300111999","Yale Center for British Art"
"5054","LC Call Number","ND468.5.B55 R66 2008 (YCBA)","","6360","1306","1306","2260","p","","f","AAT","local","300111999","Yale Center for British Art"
"5038","LC Call Number","NK9243 M58 2008 + (YCBA)","","6345","1307","1307","2261","p","","f","AAT","local","300111999","Yale Center for British Art"
"","LC Call Number","N6767.5.V52 M38 2007 (YCBA)","","","1308","","","","","","AAT","local","300111999","Yale Center for British Art"
"47589","LC Call Number","PR3473.T7 L5 2007 (YCBA)","","48898","1309","1309","2263","p","","f","AAT","local","300111999","Yale Center for British Art"
"260","LC Call Number","DA47.9.I8 G73 2008","","1570","1310","1310","2267","p","","","AAT","local","300111999","Yale Center for British Art"
"41780","LC Call Number","N1045 .I54 2008 + (YCBA)","","43091","1311","1311","2269","p","","","AAT","local","300111999","Yale Center for British Art"
"53","LC Call Number","N1045 .I54 2008 + (YCBA)","","1364","1311","1311","2270","p","","","AAT","local","300111999","Yale Center for British Art"
"5023","LC Call Number","NJ18 T85 B774 2008 + (YCBA)","","6335","1312","1312","2271","p","","f","AAT","local","300111999","Yale Center for British Art"
"841","LC Call Number","NJ18 H67 W5413 2006 + OVERSIZE  (YCBA)","","2154","1313","1313","2274","p","n","","AAT","local","300111999","Yale Center for British Art"
"5036","LC Call Number","NJ18 H67 W5413 2006 + OVERSIZE  (YCBA)","","6349","1313","1313","2275","p","n","","AAT","local","300111999","Yale Center for British Art"
"404","LC Call Number","TR647 .B34 2007 (LC)","","1718","1314","1314","2276","","","f","AAT","local","300111999","Yale Center for British Art"
"10761","LC Call Number","DealerCat Richard Green Gallery","","12076","1315","1315","2278","p","n","","AAT","local","300111999","Yale Center for British Art"
"658","LC Call Number","Sales Catalogues (YCBA)","","1974","1316","1316","2279","p","","f","AAT","local","300111999","Yale Center for British Art"
"8621","LC Call Number","V 2134:1  (YCBA)","","9938","1317","1317","2284","c","","","AAT","local","300111999","Yale Center for British Art"
"8621","OCLC Number","701834566","","9938","1317","1317","2284","c","","","AAT","local","300111999","Yale Center for British Art"
"4999","LC Call Number","CT788.H5 A3 1913 (YCBA)","","6317","1318","1318","2285","p","","","AAT","local","300111999","Yale Center for British Art"
"4999","LC Call Number","Available onine in British PeridicalsII Database","Hardcooy available at BRBL (Gimbel/Dickens","6318","1319","1319","2286","p","","","AAT","local","300111999","Yale Center for British Art"
"4999","OCLC Number","60182245","","6319","1320","1320","2287","p","","","AAT","local","300111999","Yale Center for British Art"
"4999","LC Call Number","NJ18 R36 L47 (YCBA)","Also available on Microfche: The Nineteenth Century: Visual Arts ; Pos: Fiche.N.4.2.357) (SML Fiche B1244 Fiche.N.4.2.357)","6319","1320","1320","2287","p","","","AAT","local","300111999","Yale Center for British Art"
"5005","OCLC Number","60182245","","6325","1320","1320","2516","p","","","AAT","local","300111999","Yale Center for British Art"
"5005","LC Call Number","NJ18 R36 L47 (YCBA)","Also available on Microfche: The Nineteenth Century: Visual Arts ; Pos: Fiche.N.4.2.357) (SML Fiche B1244 Fiche.N.4.2.357)","6325","1320","1320","2516","p","","","AAT","local","300111999","Yale Center for British Art"
"4934","OCLC Number","60182245","","6254","1320","1320","7298","p","","","AAT","local","300111999","Yale Center for British Art"
"4934","LC Call Number","NJ18 R36 L47 (YCBA)","Also available on Microfche: The Nineteenth Century: Visual Arts ; Pos: Fiche.N.4.2.357) (SML Fiche B1244 Fiche.N.4.2.357)","6254","1320","1320","7298","p","","","AAT","local","300111999","Yale Center for British Art"
"4999","LC Call Number","N1 A6 + (HAAS)","","6320","1321","1321","2288","p","","","AAT","local","300111999","Yale Center for British Art"
"5487","LC Call Number","NJ18 T85 S441 2008 + OVERSIZE  (YCBA)","","6809","1322","1322","2289","p","","","AAT","local","300111999","Yale Center for British Art"
"5474","LC Call Number","NJ18 T85 S441 2008 + OVERSIZE  (YCBA)","","6796","1322","1322","2290","p","","","AAT","local","300111999","Yale Center for British Art"
"5504","LC Call Number","NJ18 T85 S441 2008 + OVERSIZE  (YCBA)","","6826","1322","1322","2291","p","","","AAT","local","300111999","Yale Center for British Art"
"5500","LC Call Number","NJ18 T85 S441 2008 + OVERSIZE  (YCBA)","","6822","1322","1322","2292","p","","","AAT","local","300111999","Yale Center for British Art"
"5485","LC Call Number","NJ18 T85 S441 2008 + OVERSIZE  (YCBA)","","6807","1322","1322","2293","p","","","AAT","local","300111999","Yale Center for British Art"
"6818","LC Call Number","NJ18 T85 S441 2008 + OVERSIZE  (YCBA)","","8140","1322","1322","2294","p","","","AAT","local","300111999","Yale Center for British Art"
"5472","LC Call Number","NJ18 T85 S441 2008 + OVERSIZE  (YCBA)","","6794","1322","1322","2295","p","","","AAT","local","300111999","Yale Center for British Art"
"34","LC Call Number","NJ18 T85 S441 2008 + OVERSIZE  (YCBA)","","1356","1322","1322","2296","p","","","AAT","local","300111999","Yale Center for British Art"
"5011","LC Call Number","NJ18 T85 S441 2008 + OVERSIZE  (YCBA)","","6333","1322","1322","2297","p","","","AAT","local","300111999","Yale Center for British Art"
"4999","LC Call Number","NJ18 R36 A12 1757A  (YCBA)","","6322","1323","1323","2300","F","","","AAT","local","300111999","Yale Center for British Art"
"5062","LC Call Number","NJ18 B8307 L58 (YCBA)","","6386","1324","1324","2301","p","","","AAT","local","300111999","Yale Center for British Art"
"5062","LC Call Number","NJ18 B8307 N48 1991 (YCBA)","","6387","1325","1325","2302","p","","","AAT","local","300111999","Yale Center for British Art"
"5062","LC Call Number","NJ18 B8307 B45 19987 (YCBA)","","6388","1326","1326","2303","p","","f","AAT","local","300111999","Yale Center for British Art"
"568","LC Call Number","NJ18 B65 S5","","1895","1327","1327","2304","p","","p","AAT","local","300111999","Yale Center for British Art"
"568","LC Call Number","NJ18 B65 A12 N66 2008 + (YCBA)","","1896","1328","1328","2305","p","n","","AAT","local","300111999","Yale Center for British Art"
"5023","LC Call Number","NJ18 B65 A12 N66 2008 + (YCBA)","","6351","1328","1328","2306","p","n","","AAT","local","300111999","Yale Center for British Art"
"5024","LC Call Number","NJ18 B65 A12 N66 2008 + (YCBA)","","6352","1328","1328","2307","p","n","","AAT","local","300111999","Yale Center for British Art"
"5023","LC Call Number","NJ18 B65 D84 2003 + (YCBA)","","6352","1329","1329","2308","p","","","AAT","local","300111999","Yale Center for British Art"
"5024","LC Call Number","NJ18 B65 D84 2003 + (YCBA)","","6353","1329","1329","2310","p","","","AAT","local","300111999","Yale Center for British Art"
"5023","LC Call Number","NJ18 B65 P43 1979 (LC)+ (YCBA)","","6353","1330","1330","2309","p","","","AAT","local","300111999","Yale Center for British Art"
"5023","LC Call Number","NJ18 B65 D8 + (YCBA)","","6354","1331","1331","2311","p","","","AAT","local","300111999","Yale Center for British Art"
"5024","LC Call Number","NJ18 B65 D8 + (YCBA)","","6355","1331","1331","2312","p","","","AAT","local","300111999","Yale Center for British Art"
"5023","LC Call Number","NJ18 B65 G62 1955 (YCBA)","","6355","1332","1332","2313","","","f","AAT","local","300111999","Yale Center for British Art"
"105","LC Call Number","V 1742 (YCBA)","","1438","1333","1333","2314","p","","","AAT","local","300111999","Yale Center for British Art"
"4986","LC Call Number","N7432.5.C6 D37 2000 (Haas)","","6320","1334","1334","2315","","n","","AAT","local","300111999","Yale Center for British Art"
"4994","LC Call Number","NJ18 C17 L54+ Oversize (YCBA)","","6329","1335","1335","2317","p","n","","AAT","local","300111999","Yale Center for British Art"
"16","LC Call Number","NJ18 C17 L54+ Oversize (YCBA)","","1351","1335","1335","6770","p","c","","AAT","local","300111999","Yale Center for British Art"
"4994","LC Call Number","NJ18 C17 S24+ (YCBA)","","6331","1337","1337","2319","p","","f","AAT","local","300111999","Yale Center for British Art"
"202","LC Call Number","V 0909 (YCBA)","","1540","1338","1338","2327","p","n","","AAT","local","300111999","Yale Center for British Art"
"68","LC Call Number","V 0909 (YCBA)","","1406","1338","1338","2328","","n","","AAT","local","300111999","Yale Center for British Art"
"421","LC Call Number","V 0909 (YCBA)","","1759","1338","1338","9662","","n","","AAT","local","300111999","Yale Center for British Art"
"5012","LC Call Number","ND466 Z85 (YCBA)","","6351","1339","1339","2329","p","n","p","AAT","local","300111999","Yale Center for British Art"
"540","LC Call Number","ND466 Z85 (YCBA)","","1879","1339","1339","3642","p","n","f","AAT","local","300111999","Yale Center for British Art"
"405","LC Call Number","ND466 Z85 (YCBA)","","1744","1339","1339","3643","p","n","f","AAT","local","300111999","Yale Center for British Art"
"9640","LC Call Number","ND466 Z85 (YCBA)","","10979","1339","1339","3644","p","n","f","AAT","local","300111999","Yale Center for British Art"
"13024","LC Call Number","ND466 Z85 (YCBA)","","14363","1339","1339","3657","p","n","f","AAT","local","300111999","Yale Center for British Art"
"14279","LC Call Number","ND466 Z85 (YCBA)","","15618","1339","1339","3658","p","n","f","AAT","local","300111999","Yale Center for British Art"
"451","LC Call Number","ND466 Z85 (YCBA)","","1790","1339","1339","3659","p","n","f","AAT","local","300111999","Yale Center for British Art"
"6066","LC Call Number","ND466 Z85 (YCBA)","","7405","1339","1339","3660","p","n","f","AAT","local","300111999","Yale Center for British Art"
"14316","LC Call Number","ND466 Z85 (YCBA)","","15655","1339","1339","3661","p","n","f","AAT","local","300111999","Yale Center for British Art"
"12997","LC Call Number","ND466 Z85 (YCBA)","","14336","1339","1339","3662","p","n","f","AAT","local","300111999","Yale Center for British Art"
"14272","LC Call Number","ND466 Z85 (YCBA)","","15611","1339","1339","3663","p","n","f","AAT","local","300111999","Yale Center for British Art"
"13044","LC Call Number","ND466 Z85 (YCBA)","","14383","1339","1339","3664","p","n","f","AAT","local","300111999","Yale Center for British Art"
"13003","LC Call Number","ND466 Z85 (YCBA)","","14342","1339","1339","3665","p","n","f","AAT","local","300111999","Yale Center for British Art"
"9171","LC Call Number","ND466 Z85 (YCBA)","","10510","1339","1339","3666","p","n","f","AAT","local","300111999","Yale Center for British Art"
"5011","LC Call Number","ND466 Z85 (YCBA)","","6350","1339","1339","3558","p","n","f","AAT","local","300111999","Yale Center for British Art"
"5033","LC Call Number","NJ18 H67 O66 (YCBA)","","6374","1341","1341","2330","p","","p","AAT","local","300111999","Yale Center for British Art"
"5064","LC Call Number","V 1707 (YCBA)","","6406","1342","1342","2331","p","","","AAT","local","300111999","Yale Center for British Art"
"53","LC Call Number","V 1707 (YCBA)","","1395","1342","1342","6757","f","","","AAT","local","300111999","Yale Center for British Art"
"5005","LC Call Number","ND1314.4 P67 2006 + (YCBA)","","6348","1343","1343","2332","p","c","","AAT","local","300111999","Yale Center for British Art"
"5005","LC Call Number","ND1314.4 C5713 2007 + (YCBA)","","6349","1344","1344","2333","p","","f","AAT","local","300111999","Yale Center for British Art"
"1495","LC Call Number","NJ18 M79 M22 (YCBA)","","2841","1346","1346","2370","","n","","AAT","local","300111999","Yale Center for British Art"
"4986","LC Call Number","V 2193 (YCBA)","","6333","1347","1347","2375","p","","","AAT","local","300111999","Yale Center for British Art"
"5042","LC Call Number","V 2193 (YCBA)","","6389","1347","1347","2376","p","","","AAT","local","300111999","Yale Center for British Art"
"4986","LC Call Number","NJ18 W95 B36 2007 + (YCBA)","","6334","1348","1348","2377","p","c","","AAT","local","300111999","Yale Center for British Art"
"5042","LC Call Number","NJ18 W95 B36 2007 + (YCBA)","","6390","1348","1348","2378","p","c","","AAT","local","300111999","Yale Center for British Art"
"5065","LC Call Number","NJ18 W57 S57 2008 (YCBA)","","6415","1350","1350","2381","p","","p","AAT","local","300111999","Yale Center for British Art"
"5001","LC Call Number","V 1420 (YCBA)","","6352","1351","1351","2382","","n","","AAT","local","300111999","Yale Center for British Art"
"4989","LC Call Number","V 1420 (YCBA)","","6340","1351","1351","2383","p","n","","AAT","local","300111999","Yale Center for British Art"
"5010","LC Call Number","V 1420 (YCBA)","","6361","1351","1351","2384","","n","","AAT","local","300111999","Yale Center for British Art"
"313","LC Call Number","V 1420 (YCBA)","","1664","1351","1351","7970","p","n","","AAT","local","300111999","Yale Center for British Art"
"38542","LC Call Number","N5220 M552 P36 2007 (YCBA)","","39894","1352","1352","2385","p","","","AAT","local","300111999","Yale Center for British Art"
"17299","LC Call Number","N5220 M552 P36 2007 (YCBA)","","18651","1352","1352","2386","p","","","AAT","local","300111999","Yale Center for British Art"
"21174","LC Call Number","N5220 M552 P36 2007 (YCBA)","","22526","1352","1352","2387","p","","","AAT","local","300111999","Yale Center for British Art"
"5046","LC Call Number","ND1314.3 M23 2001 (YCBA)","","6399","1353","1353","2388","p","n","","AAT","local","300111999","Yale Center for British Art"
"5046","OCLC Number","8487839","","6399","1353","1353","2388","p","n","","AAT","local","300111999","Yale Center for British Art"
"11596","LC Call Number","ND1314.3 M23 2001 (YCBA)","","12949","1353","1353","8064","p","n","","AAT","local","300111999","Yale Center for British Art"
"11596","OCLC Number","8487839","","12949","1353","1353","8064","p","n","","AAT","local","300111999","Yale Center for British Art"
"18337","LC Call Number","ND1314.3 M23 2001 (YCBA)","","19690","1353","1353","8065","p","n","","AAT","local","300111999","Yale Center for British Art"
"18337","OCLC Number","8487839","","19690","1353","1353","8065","p","n","","AAT","local","300111999","Yale Center for British Art"
"498","LC Call Number","ND1314.3 M23 2001 (YCBA)","","1851","1353","1353","8066","p","n","","AAT","local","300111999","Yale Center for British Art"
"498","OCLC Number","8487839","","1851","1353","1353","8066","p","n","","AAT","local","300111999","Yale Center for British Art"
"40","LC Call Number","ND1314.3 M23 2001 (YCBA)","","1393","1353","1353","8067","p","n","","AAT","local","300111999","Yale Center for British Art"
"40","OCLC Number","8487839","","1393","1353","1353","8067","p","n","","AAT","local","300111999","Yale Center for British Art"
"41","LC Call Number","ND1314.3 M23 2001 (YCBA)","","1394","1353","1353","8068","p","n","","AAT","local","300111999","Yale Center for British Art"
"41","OCLC Number","8487839","","1394","1353","1353","8068","p","n","","AAT","local","300111999","Yale Center for British Art"
"1242","LC Call Number","ND1314.3 M23 2001 (YCBA)","","2595","1353","1353","7440","p","n","","AAT","local","300111999","Yale Center for British Art"
"1242","OCLC Number","8487839","","2595","1353","1353","7440","p","n","","AAT","local","300111999","Yale Center for British Art"
"1566","LC Call Number","N1 A6  OVERSIZE (HAAS)","","2920","1354","1354","2389","p","","","AAT","local","300111999","Yale Center for British Art"
"1566","LC Call Number","N1 A6 OVERSIZE (HAAS)","","2921","1355","1355","2390","p","","","AAT","local","300111999","Yale Center for British Art"
"548","LC Call Number","DA660 M87 1880+ (YCBA Rare Books)","","1904","1356","1356","2391","p","","","AAT","local","300111999","Yale Center for British Art"
"4988","LC Call Number","N1 A54 + (YCBA)","","6345","1357","1357","2392","p","","p","AAT","local","300111999","Yale Center for British Art"
"5050","LC Call Number","N1 A6  OVERSIZE (HAAS)","","6408","1358","1358","2393","p","","","AAT","local","300111999","Yale Center for British Art"
"5050","LC Call Number","N1 A43 + (Haas)","","6409","1359","1359","2394","p","","","AAT","local","300111999","Yale Center for British Art"
"568","LC Call Number","N1 A54 + (YCBA)","","1928","1360","1360","2395","p","","","AAT","local","300111999","Yale Center for British Art"
"568","LC Call Number","N1 C75 + (YCBA)","","1929","1361","1361","2396","p","","","AAT","local","300111999","Yale Center for British Art"
"5023","LC Call Number","N1 C75+ (YCBA)","","6385","1362","1362","2397","p","","","AAT","local","300111999","Yale Center for British Art"
"5062","LC Call Number","Sales Catalogues (YCBA)","","6425","1363","1363","2398","p","L","","AAT","local","300111999","Yale Center for British Art"
"5064","LC Call Number","N1 C75 + (YCBA)","","6428","1364","1364","2399","p","","","AAT","local","300111999","Yale Center for British Art"
"5064","LC Call Number","N1 A6 OVERSIZE (HAAS)","","6429","1365","1365","2400","p","","","AAT","local","300111999","Yale Center for British Art"
"5064","LC Call Number","N1 A6+ (Haas )","","6430","1366","1366","2401","p","","","AAT","local","300111999","Yale Center for British Art"
"1513","LC Call Number","J10 Ar918  OVERSIZE (HAAS)","","2880","1367","1367","2402","p","","","AAT","local","300111999","Yale Center for British Art"
"1513","LC Call Number","N1 A6  OVERSIZE (HAAS)","","2881","1368","1368","2403","p","","","AAT","local","300111999","Yale Center for British Art"
"1513","LC Call Number","J10 St94  OVERSIZE (HAAS)","","2882","1369","1369","2404","p","","","AAT","local","300111999","Yale Center for British Art"
"1513","LC Call Number","N1 A6  OVERSIZE (HAAS)","","2883","1370","1370","2405","p","","","AAT","local","300111999","Yale Center for British Art"
"38533","LC Call Number","J10 P835+ (LSF)","","39904","1371","1371","2406","p","","","AAT","local","300111999","Yale Center for British Art"
"5028","LC Call Number","DealerCat (YCBA)","","6400","1372","1372","2407","","","n","AAT","local","300111999","Yale Center for British Art"
"82","LC Call Number","Sales Catalogue (YCBA)","","1455","1373","1373","2408","","L","","AAT","local","300111999","Yale Center for British Art"
"","LC Call Number","DealerCat (YCBA)","","","1374","","","","","","AAT","local","300111999","Yale Center for British Art"
"41988","LC Call Number","Sales Catalogues (YCBA)","","43363","1375","1375","2410","","","n","AAT","local","300111999","Yale Center for British Art"
"5036","LC Call Number","Available Online (ORBIS)","","6412","1376","1376","2411","p","","","AAT","local","300111999","Yale Center for British Art"
"5033","LC Call Number","Available Online (ORBIS)","","6409","1376","1376","5225","p","","","AAT","local","300111999","Yale Center for British Art"
"5033","LC Call Number","NX543 C36 1988 (SML)","","6410","1377","1377","2412","p","","","AAT","local","300111999","Yale Center for British Art"
"898","LC Call Number","N12 W35 A1 39 + (YCBA)","","2276","1378","1378","2413","p","","","AAT","local","300111999","Yale Center for British Art"
"4253","LC Call Number","N12 W35 A1 39 + (YCBA)","","5631","1378","1378","4080","p","","","AAT","local","300111999","Yale Center for British Art"
"899","LC Call Number","N12 W35 A1 39 + (YCBA)","","2277","1378","1378","4054","p","n","","AAT","local","300111999","Yale Center for British Art"
"897","LC Call Number","N12 W35 A1 39 + (YCBA)","","2275","1378","1378","4055","p","","","AAT","local","300111999","Yale Center for British Art"
"896","LC Call Number","N12 W35 A1 39 + (YCBA)","","2274","1378","1378","4056","p","","","AAT","local","300111999","Yale Center for British Art"
"5044","LC Call Number","N12 W35 A1 39 + (YCBA)","","6422","1378","1378","4057","p","","","AAT","local","300111999","Yale Center for British Art"
"5017","LC Call Number","Yale Internet Resource","","6396","1379","1379","2414","p","","","AAT","local","300111999","Yale Center for British Art"
"5017","LC Call Number","V 0597 (YCBA)","","6397","1380","1380","2415","p","","","AAT","local","300111999","Yale Center for British Art"
"5017","LC Call Number","N1 A54 + (YCBA)","","6398","1381","1381","2416","p","","","AAT","local","300111999","Yale Center for British Art"
"5021","LC Call Number","NX543 J68 + (LSF)","","6403","1382","1382","2417","p","","","AAT","local","300111999","Yale Center for British Art"
"5017","LC Call Number","N1 B87 + (YCBA)","","6402","1385","1385","2419","p","","","AAT","local","300111999","Yale Center for British Art"
"5017","LC Call Number","N1 M34 + (YCBA)","Available online in the British Periodicals Database","6403","1386","1386","2420","p","","","AAT","local","300111999","Yale Center for British Art"
"5017","LC Call Number","Yale Internet Resource","Available online in British Periodicals Database","6404","1387","1387","2421","p","","","AAT","local","300111999","Yale Center for British Art"
"4987","LC Call Number","N12 W35 A1 + OVERSIZE (YCBA)","","6375","1388","1388","2422","p","","","AAT","local","300111999","Yale Center for British Art"
"177","LC Call Number","N12 W35 A1 + OVERSIZE (YCBA)","","1565","1388","1388","2423","p","","","AAT","local","300111999","Yale Center for British Art"
"178","LC Call Number","N12 W35 A1 + OVERSIZE (YCBA)","","1566","1388","1388","2424","p","","","AAT","local","300111999","Yale Center for British Art"
"179","LC Call Number","N12 W35 A1 + OVERSIZE (YCBA)","","1567","1388","1388","2425","p","","","AAT","local","300111999","Yale Center for British Art"
"180","LC Call Number","N12 W35 A1 + OVERSIZE (YCBA)","","1568","1388","1388","2426","p","","","AAT","local","300111999","Yale Center for British Art"
"60925","LC Call Number","Yale Internet Resource","Available online in Factiva database","62314","1389","1389","2427","","","","AAT","local","300111999","Yale Center for British Art"
"988","LC Call Number","N12 W35 A1 + (YCBA)","","2378","1390","1390","2428","p","","","AAT","local","300111999","Yale Center for British Art"
"997","LC Call Number","NJ18 R1884 P25 1958 (YCBA)","","2389","1392","1392","2432","p","","n","AAT","local","300111999","Yale Center for British Art"
"5005","LC Call Number","RC480.5 R386X 2005 (Haas)","","6398","1393","1393","2433","p","","f","AAT","local","300111999","Yale Center for British Art"
"5037","LC Call Number","ND464 W37 1994 (YCBA)","","6431","1394","1394","2434","p","","f","AAT","local","300111999","Yale Center for British Art"
